[INFO](2026-06-03 00:17:21.746)	 LLA:LLA:start command(from ): Update[]
[INFO](2026-06-03 05:26:05.812)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:05.826)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:09.558)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:09.573)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:09.585)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:13.311)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:13.311)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:13.317)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:17.047)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:17.067)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:17.083)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:20.824)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:20.845)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:20.853)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:24.587)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:24.588)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:24.595)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:28.331)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:28.351)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:28.365)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:32.099)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:32.099)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:32.111)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:35.835)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:35.849)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:35.861)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:39.584)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:39.595)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:39.603)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:43.347)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:43.367)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:43.377)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:47.101)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:47.101)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:47.110)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:50.828)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:50.829)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:50.838)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:26:54.561)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:54.561)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:54.570)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 05:26:54.587)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 05:26:58.305)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:26:58.305)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:26:58.313)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:02.058)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:02.081)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:02.088)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:05.822)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:05.834)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:05.842)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:09.588)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:09.606)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:09.620)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:13.344)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:13.355)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:13.366)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:17.092)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:17.102)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:17.111)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:20.846)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:20.848)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:20.864)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:24.618)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:24.637)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:24.646)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:28.379)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:28.380)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:28.391)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:32.132)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:32.154)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:32.181)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:35.904)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:35.918)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:35.925)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:39.664)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:39.672)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:39.679)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:43.406)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:43.416)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:43.426)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:47.157)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:47.169)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:47.178)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:50.912)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:50.923)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:50.930)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:54.664)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:54.676)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:54.682)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:27:58.408)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:27:58.408)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:27:58.414)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:02.140)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:02.150)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:02.162)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:05.890)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:05.900)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:05.910)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:09.644)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:09.667)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:09.675)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 05:28:09.694)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 05:28:13.408)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:13.420)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:13.427)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:17.170)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:17.189)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:17.203)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:20.924)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:20.932)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:20.941)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:24.672)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:24.684)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:24.694)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:28.426)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:28.435)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:28.442)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:32.172)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:32.187)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:32.198)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:35.926)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:35.928)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:35.933)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:39.672)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:39.672)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:39.692)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:43.444)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:43.453)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:43.458)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:47.188)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:47.199)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:47.217)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:50.947)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:50.956)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:50.963)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:54.700)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:54.714)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:54.722)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:28:58.444)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:28:58.444)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:28:58.454)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:02.172)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:02.172)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:02.179)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:05.904)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:05.920)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:05.928)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:09.664)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:09.686)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:09.700)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:13.430)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:13.431)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:13.436)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:17.180)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:17.203)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:17.216)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:20.948)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:20.950)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:20.956)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:24.682)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:24.692)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:24.700)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 05:29:24.716)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 05:29:28.434)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:28.453)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:28.466)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:32.202)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:32.222)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:32.234)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:35.958)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:35.960)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:35.981)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:39.706)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:39.708)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:39.712)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:43.466)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:43.485)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:43.498)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:47.218)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:47.220)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:47.228)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:50.958)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:50.967)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:50.972)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:54.708)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:54.721)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:54.731)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:29:58.457)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:29:58.469)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:29:58.478)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:02.204)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:02.212)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:02.228)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:05.954)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:05.965)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:05.972)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:09.696)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:09.696)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:09.712)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:13.434)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:13.448)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:13.456)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:17.189)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:17.211)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:17.220)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:20.956)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:20.958)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:20.970)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:24.698)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:24.706)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:24.714)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:28.444)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:28.453)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:28.461)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:32.194)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:32.204)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:32.214)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:35.964)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:35.983)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:35.996)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:39.719)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:39.719)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:39.732)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 05:30:39.748)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 05:30:43.464)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:43.480)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:43.494)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:47.227)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:47.227)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:47.242)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:51.006)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:51.026)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:51.035)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:54.760)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:54.762)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:54.766)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:30:58.506)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:30:58.518)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:30:58.524)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:02.256)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:02.270)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:02.282)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:06.010)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:06.020)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:06.029)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:09.754)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:09.754)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:09.761)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:13.491)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:13.501)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:13.508)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:17.244)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:17.254)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:17.273)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:21.013)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:21.028)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:21.038)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:24.776)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:24.803)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:24.818)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:28.546)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:28.565)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:28.573)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:32.312)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:32.334)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:32.344)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:36.087)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:36.100)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 05:31:36.112)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 05:31:39.848)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 05:31:39.864)	 LLA:step 1051 WTR空闲，准备取片.
